place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJ6brimaRHvDsRFhVww1Ze7hI,Muddu home stay,,,1,5,"Name: Madhu Vijaya Home stay
Link: https://www.google.com/maps/search/Madhu+Vijaya+Home+stay/@14.084608699999999,74.4931397?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: Shanti Nivasa Home Stay
Link: https://www.google.com/maps/search/Shanti+Nivasa+Home+Stay/@14.0925742,74.4922131?authuser=0&hl=en&entry=ttu
Reviews: 12 reviews

Name: Murudeshwar Rooms
Link: https://www.google.com/maps/search/Murudeshwar+Rooms/@14.089504799999998,74.49298329999999?authuser=0&hl=en&entry=ttu
Reviews: 11 reviews

Name: Murudeshwar Ocean Stay
Link: https://www.google.com/maps/search/Murudeshwar+Ocean+Stay/@14.074986899999999,74.4942167?authuser=0&hl=en&entry=ttu
Reviews: 8 reviews

Name: Navdurgha Home Stay
Link: https://www.google.com/maps/search/Navdurgha+Home+Stay/@14.0979436,74.4894032?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews",,,,Muddu home stay (Owner),https://www.google.com/maps/contrib/117732247332537447025,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KedmUb6LXdmHXPZUufGANQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.42328&pitch=0&thumbfov=100,Home Stay,Home Stay,,,Open All Days,"divageri road, near kg school, Matadahitlu, Bhatkal, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Muddu+home+stay/data=!4m7!3m6!1s0x3bbc47a499e2bae9:0x12ee5e56c3701516!8m2!3d14.0852784!4d74.4948958!16s%2Fg%2F11v9z7f34j!19sChIJ6brimaRHvDsRFhVww1Ze7hI?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJYfHYewBBvDsRKStrmLAxxHM,Shri Murdeshwar Home Stay,,,4,4,,,096110 89192,,Shri Murdeshwar Home Stay (Owner),https://www.google.com/maps/contrib/101592560390859189174,https://lh3.ggpht.com/p/AF1QipPy60pKQ1IuN8NaHvH2FS9SgBIOOrZf79FLT3Pr=s1024,Home Stay,Home Stay,,,Open All Days,"Janta colony, near Railway station, Mavalli, Karnataka 581350",,https://www.google.com/maps/place/Shri+Murdeshwar+Home+Stay/data=!4m7!3m6!1s0x3bbc41007bd8f161:0x73c431b0986b2b29!8m2!3d14.1023931!4d74.5041605!16s%2Fg%2F11vpjbykt5!19sChIJYfHYewBBvDsRKStrmLAxxHM?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJP4tMFQBHvDsRDz1vUAsYSSE,Signature stay,,,28,4.4,,,077601 58217,,Signature stay (Owner),https://www.google.com/maps/contrib/117597915935399274616,https://lh3.ggpht.com/p/AF1QipM2OGuOgXFdiE32clBiIoAFSYzdZIPx5yiqvwoD=s1024,Lodge,Lodge,,,Open All Days,"Murudeshwar Temple Hwy, Gangavati, Murdeshwar, Karnataka 581350","price, beach",https://www.google.com/maps/place/Signature+stay/data=!4m7!3m6!1s0x3bbc4700154c8b3f:0x2149180b506f3d0f!8m2!3d14.0903154!4d74.4926924!16s%2Fg%2F11mczvpwpp!19sChIJP4tMFQBHvDsRDz1vUAsYSSE?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJ_b-9eHNHvDsRldhHaIWgvWo,Murdeshwar comforts,,,29,4.9,,,090350 93122,,Murdeshwar comforts (Owner),https://www.google.com/maps/contrib/112602744295511153848,https://lh3.ggpht.com/p/AF1QipM1W3zFWFZclwNpa9VMWBgXCzve8FXEfEDjNTQg=s1024,Lodge,"Lodge, Hotel, Home Stay",,,Open All Days,"near KANNADA GIRLS SCHOOL, opposite to NC HOME STAY, Murdeshwar, Bhatkal, Karnataka 581350",hospitality,https://www.google.com/maps/place/Murdeshwar+comforts/data=!4m7!3m6!1s0x3bbc477378bdbffd:0x6abda0856847d895!8m2!3d14.0873712!4d74.4956184!16s%2Fg%2F11xcg1cn7m!19sChIJ_b-9eHNHvDsRldhHaIWgvWo?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJM6Dxv9BGvDsRAgkEzIsDMFM,Dhenu Atithya,"Unfussy rooms, some with air-conditioning, in a bright, cosy property with a Chinese restaurant.",,2521,3.8,,,096206 25718,,Dhenu Atithya (Owner),https://www.google.com/maps/contrib/115514236961356069230,https://lh3.ggpht.com/p/AF1QipOwiSzucTk8ipyhC-JTGNcToL7YoplcKQ6pPnB7=s1024,Hotel,Hotel,,,Open All Days,"Bus Stand, Murudeshwar Temple Hwy, opp. KSRTC Ticket Booking Centre, Gangavati, Murdeshwar, Karnataka 581350","hot water, vegetarian, distance, pooja, cow, budget, parking space, non veg, shiva, bed bugs",https://www.google.com/maps/place/Dhenu+Atithya/data=!4m7!3m6!1s0x3bbc46d0bff1a033:0x5330038bcc040902!8m2!3d14.0943081!4d74.489089!16s%2Fg%2F124ygd95l!19sChIJM6Dxv9BGvDsRAgkEzIsDMFM?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJe6CQEvxBvDsRlgLsNWHr73U,"Sathyam Home Stay, behind R N S Highway Hotel",Home made food with coastal speciality restaurant,,5,3.8,"Name: Aryan Home Stay and Rooms
Link: https://www.google.com/maps/search/Aryan+Home+Stay+and+Rooms/@14.1083567,74.50319499999999?authuser=0&hl=en&entry=ttu
Reviews: 82 reviews

Name: ARYAN HIGHWAY HOME STAY
Link: https://www.google.com/maps/search/ARYAN+HIGHWAY+HOME+STAY/@14.1004393,74.5042124?authuser=0&hl=en&entry=ttu
Reviews: 46 reviews

Name: Shanti Nivasa Home Stay
Link: https://www.google.com/maps/search/Shanti+Nivasa+Home+Stay/@14.0925742,74.4922131?authuser=0&hl=en&entry=ttu
Reviews: 12 reviews

Name: Stay Point Inn
Link: https://www.google.com/maps/search/Stay+Point+Inn/@14.1016538,74.50420559999999?authuser=0&hl=en&entry=ttu
Reviews: 9 reviews

Name: Nithyadar
Link: https://www.google.com/maps/search/Nithyadar/@14.090229599999999,74.4918995?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews",http://www.sathyamhomesyay.com/,,,"Sathyam Home Stay, behind R N S Highway Hotel (Owner)",https://www.google.com/maps/contrib/108016853535352841870,https://lh3.ggpht.com/p/AG0ilSxjSB_WAcDG9fEAHmdT-EsvWCqXMFH3_5XPVKQaW-1YNoBwOU5TtaQKJJRBRMSDIN3XoMObFK8_WBJYJkq1eHF4KwIw3elzzpLxdvq1Qx4xDbnswul7NLBBpz0BHc1S3WcxRmMo=s1024,Home Stay,"Home Stay, Farmstay, Lodge",,,Open All Days,"Mavalli NH 66,shettar Keri Behind R N S Highway Hotel,NH 66, Main Road, Murdeshwar, Karnataka 581421",service,"https://www.google.com/maps/place/Sathyam+Home+Stay,+behind+R+N+S+Highway+Hotel/data=!4m7!3m6!1s0x3bbc41fc1290a07b:0x75efeb6135ec0296!8m2!3d14.0929838!4d74.5041158!16s%2Fg%2F11qpsjdknd!19sChIJe6CQEvxBvDsRlgLsNWHr73U?authuser=0&hl=en&rclk=1",home stay in murudeshwar
ChIJk9gxx0xHvDsRoQ1ZmDXJzPA,Mrudesh Residency and Delux AC Homestay,,,2,5,"Name: Abhiman Residency
Link: https://www.google.com/maps/search/Abhiman+Residency/@14.0932271,74.4927036?authuser=0&hl=en&entry=ttu
Reviews: 251 reviews

Name: Bhadrambikeshwara Residency
Link: https://www.google.com/maps/search/Bhadrambikeshwara+Residency/@14.0938118,74.4888252?authuser=0&hl=en&entry=ttu
Reviews: 246 reviews

Name: Murdeshwar homestay
Link: https://www.google.com/maps/search/Murdeshwar+homestay/@14.093502800000001,74.488755?authuser=0&hl=en&entry=ttu
Reviews: 62 reviews

Name: Sri Rama Residency
Link: https://www.google.com/maps/search/Sri+Rama+Residency/@14.094005699999999,74.4899061?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews

Name: Nithyadar
Link: https://www.google.com/maps/search/Nithyadar/@14.090229599999999,74.4918995?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews",,091136 43806,,Mrudesh Residency and Delux AC Homestay (Owner),https://www.google.com/maps/contrib/107573033354016973415,https://lh3.ggpht.com/p/AF1QipMZao0dNZWGh64QbLaXy1SM4S9cj-WhswTgavn5=s1024,Lodge,Lodge,,,Open All Days,"Gangavati, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Mrudesh+Residency+and+Delux+AC+Homestay/data=!4m7!3m6!1s0x3bbc474cc731d893:0xf0ccc93598590da1!8m2!3d14.094008!4d74.4899141!16s%2Fg%2F11y2r6_bs5!19sChIJk9gxx0xHvDsRoQ1ZmDXJzPA?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJYTEEbQBHvDsRzCt8p7KSgsM,Shanti Nivas Homestay,,,5,5,,,,1,Shanti Nivas Homestay (Owner),,https://lh3.ggpht.com/p/AG0ilSwJWQ8oeXqsYkqqsPUBc4u2P9Ud5OMO4rGVnA6CQ9u-RwBTHdio50ZsFS2BXX0y8qvLyJNW4NRwQMAtcsVCZq5wy3CJVROtqjFg_ayH3ZXc5Dm-z2y1AorifpCypKi70w=s1024,Home Stay,Home Stay,,,Open All Days,"3FQV+7RC, KG School basti road, near Mahima event hall, Matadahitlu, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Shanti+Nivas+Homestay/data=!4m7!3m6!1s0x3bbc47006d043161:0xc38292b2a77c2bcc!8m2!3d14.0881877!4d74.4945129!16s%2Fg%2F11vlzmytfy!19sChIJYTEEbQBHvDsRzCt8p7KSgsM?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJu6HiVwBHvDsRC0RDkBfx8W0,Anugraha Homestay,,,1,5,,,,1,Anugraha Homestay (Owner),,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LrbmQ-mOB5B2_FVUWmZVXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.17084&pitch=0&thumbfov=100,Home Stay,Home Stay,,,Open All Days,"3FVV+G95, Gangavati, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Anugraha+Homestay/data=!4m7!3m6!1s0x3bbc470057e2a1bb:0x6df1f1179043440b!8m2!3d14.0937692!4d74.4934714!16s%2Fg%2F11xcw4q7jk!19sChIJu6HiVwBHvDsRC0RDkBfx8W0?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJo3Q4LwBHvDsRX8L8cc4LBYY,God's gift homestay,,,1,5,,,,,God's gift homestay (Owner),https://www.google.com/maps/contrib/100646445109393582804,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KHJasWFtPQ6pvfJD51mpkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=295.0139&pitch=0&thumbfov=100,Home Stay,Home Stay,,,Open All Days,"Mavalli Rd, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/God%27s+gift+homestay/data=!4m7!3m6!1s0x3bbc47002f3874a3:0x86050bce71fcc25f!8m2!3d14.1031601!4d74.4876067!16s%2Fg%2F11y48cwcs9!19sChIJo3Q4LwBHvDsRX8L8cc4LBYY?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJA62YnM9GvDsRarWzcZRZmjg,The Ocean Front,,,322,4.9,,http://theoceanfront.in/,094823 21777,,The Ocean Front (Owner),https://www.google.com/maps/contrib/114761947217261387930,https://lh3.ggpht.com/p/AF1QipP2fUoGAdGbzhp4txrxLNQzGWay0Y5PXdpocFkG=s1024,Hotel,Hotel,,,Open All Days,"GOLF BEACH ROAD, near church, Matadahitlu, Murdeshwar, Karnataka 581350","beach, property, resort, atmosphere, sound, good and service, balcony, manager, sunset, hygiene",https://www.google.com/maps/place/The+Ocean+Front/data=!4m7!3m6!1s0x3bbc46cf9c98ad03:0x389a599471b3b56a!8m2!3d14.0878531!4d74.4886026!16s%2Fg%2F11ycdgv7kf!19sChIJA62YnM9GvDsRarWzcZRZmjg?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJr1_wGQBHvDsRH3MikVtmYD8,CORAL BEACH FRONT,,,16,4.1,,,,1,CORAL BEACH FRONT (Owner),,https://lh3.ggpht.com/p/AG0ilSzXTKsbnYVyKucI-JkOS-qffNpBrqIsUAnGQNl8cfM-ORqVRxcHZZ3o_IWe1fELRMjxL1a7t5ZqbfhArGucRmSrb7_l_wvW7n9PWyxNpUYAcrlEf_PvHDlnd9IDOMdFTP5kXUve3tASTSE=s1024,Home Stay,Home Stay,,,Open All Days,"3FRQ+2QC, NH 66, Matadahitlu, Murdeshwar, Karnataka 581350","statue, blanket, check in, property, price",https://www.google.com/maps/place/CORAL+BEACH+FRONT/data=!4m7!3m6!1s0x3bbc470019f05faf:0x3f60665b9122731f!8m2!3d14.0903941!4d74.488796!16s%2Fg%2F11ldvtwm5k!19sChIJr1_wGQBHvDsRH3MikVtmYD8?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJj0fbZNpGvDsR_iTK8OPS0H8,Kamath INN,Informal rooms in a down-to-earth guesthouse featuring a communal kitchenette & a lounge.,,1074,3.5,,,,1,Kamath INN (Owner),,https://lh3.ggpht.com/p/AG0ilSxE2bNvUezTIILPrTGN_94vWa6e56fr73Ck0Ri-FoIAhVAoHEkOi3_r5wWeXR1VCrPJoyyxM1CXk5UOocOD7376_q1k4sAp9fCJNTv6sz4sjji7Mx8je7dH5hjvxx-kjB2wkZY4=s1024,Lodge,"Lodge, Guest house, Hotel, Inn, Home Stay, Resort hotel",,,Open All Days,"Beach road, Matadahitlu, Murdeshwar, Karnataka 581350","hot water, beach, AC, management, room service, cleanliness, drinking water, lift, residency, shiva",https://www.google.com/maps/place/Kamath+INN/data=!4m7!3m6!1s0x3bbc46da64db478f:0x7fd0d2e3f0ca24fe!8m2!3d14.0913925!4d74.4915702!16s%2Fg%2F11f39s9kg1!19sChIJj0fbZNpGvDsR_iTK8OPS0H8?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJLw4orXBHvDsRQe-kl4dONDs,Mavalli Sea House,,,25,4.1,,https://mavalliseahouse.com/,097416 96107,,Mavalli Sea House (Owner),https://www.google.com/maps/contrib/108736449514831933827,https://lh3.ggpht.com/p/AF1QipNuYN64dWUKH9uEmX9bfLZWrbYpfjpmhI5MVI1m=s1024,Guest house,Guest house,,,Open All Days,"2, Christ the King Church Rd, Matadahitlu, Mavalli, Murdeshwar, Karnataka 581350","parking, price, clean rooms, mirror, tv, door, beach",https://www.google.com/maps/place/Mavalli+Sea+House/data=!4m7!3m6!1s0x3bbc4770ad280e2f:0x3b344e8797a4ef41!8m2!3d14.0902504!4d74.4920167!16s%2Fg%2F11lnj705t8!19sChIJLw4orXBHvDsRQe-kl4dONDs?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJWVGSZwBHvDsRDdnxG0CZKDM,MAHASATHI HOME STAY,,,3,3.7,"Name: Madhu Vijaya Home stay
Link: https://www.google.com/maps/search/Madhu+Vijaya+Home+stay/@14.084608699999999,74.4931397?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: Family home stay murdeshwar
Link: https://www.google.com/maps/search/Family+home+stay+murdeshwar/@14.083976,74.499309?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: Nithyadar
Link: https://www.google.com/maps/search/Nithyadar/@14.090229599999999,74.4918995?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews

Name: Shanti Nivas Homestay
Link: https://www.google.com/maps/search/Shanti+Nivas+Homestay/@14.088187699999999,74.4945129?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews

Name: Muddu home stay
Link: https://www.google.com/maps/search/Muddu+home+stay/@14.0852784,74.4948958?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",https://mahasathi-home-stay-murdeshwar3.odoo.com/,095357 24299,,MAHASATHI HOME STAY (Owner),https://www.google.com/maps/contrib/117924005953844068967,https://lh3.ggpht.com/p/AG0ilSy-qP__Ri5d7wwZDPMa5TD4in-im-BRcXDkOvRg6nW4o6Lotq71RTq_1TzTGwr_b4Hy9tYGf3OfRt4BgFwVPaMAgQmDW-Pa8TKgO1Z0nbTK3FNS-jcJJidWC_mUB9X_ZtRDcMwiJsLMOSg=s1024,Home Stay,Home Stay,,,Open All Days,"Matadahitlu, Murdeshwar, Karnataka 581421",,https://www.google.com/maps/place/MAHASATHI+HOME+STAY/data=!4m7!3m6!1s0x3bbc470067925159:0x332899401bf1d90d!8m2!3d14.0804375!4d74.4930625!16s%2Fg%2F11wn_krfqm!19sChIJWVGSZwBHvDsRDdnxG0CZKDM?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJ5RlldQBBvDsRdg3JRdP5Gro,JOY HOMESTAY MURDESHWAR,,,2,5,"Name: Murdeshwar homestay
Link: https://www.google.com/maps/search/Murdeshwar+homestay/@14.093502800000001,74.488755?authuser=0&hl=en&entry=ttu
Reviews: 62 reviews

Name: Family home stay murdeshwar
Link: https://www.google.com/maps/search/Family+home+stay+murdeshwar/@14.083976,74.499309?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: Madhu Vijaya Home stay
Link: https://www.google.com/maps/search/Madhu+Vijaya+Home+stay/@14.084608699999999,74.4931397?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: Murudeshwar Ocean Stay
Link: https://www.google.com/maps/search/Murudeshwar+Ocean+Stay/@14.074986899999999,74.4942167?authuser=0&hl=en&entry=ttu
Reviews: 8 reviews

Name: Nithyadar
Link: https://www.google.com/maps/search/Nithyadar/@14.090229599999999,74.4918995?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews",,,1,JOY HOMESTAY MURDESHWAR (Owner),,,Home Stay,Home Stay,,,Open All Days,"3GJ8+46, Mavalli, Karnataka 581421",,https://www.google.com/maps/place/JOY+HOMESTAY+MURDESHWAR/data=!4m7!3m6!1s0x3bbc4100756519e5:0xba1af9d345c90d76!8m2!3d14.0798131!4d74.5158395!16s%2Fg%2F11vwrxvrc0!19sChIJ5RlldQBBvDsRdg3JRdP5Gro?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJIa_fL5xHvDsRUeqsIafM9wU,Pushkar Cottages Murdeshwar,,,208,3.8,,https://pushkarcottages.com/,091142 22111,,Pushkar Cottages Murdeshwar (Owner),https://www.google.com/maps/contrib/100172692148850594772,https://lh3.ggpht.com/p/AF1QipPqnf1SVGZsa2vksmSPkDS8Gxsp-oMnHlH40-ON=s1024,Resort hotel,Resort hotel,,,Open All Days,"Ocean Edge, Beach Road, Murdeshwar, Karnataka 581350","property, beach, manager, dinner, room service, lord shiva, bedsheets, behaviour, vehicle, kids",https://www.google.com/maps/place/Pushkar+Cottages+Murdeshwar/data=!4m7!3m6!1s0x3bbc479c2fdfaf21:0x5f7cca721acea51!8m2!3d14.1117662!4d74.4877942!16s%2Fg%2F11rkq8hm0f!19sChIJIa_fL5xHvDsRUeqsIafM9wU?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJVzpcBwBHvDsRWXLLxJIYFTs,Aarna Coastal Resort,,,194,4.7,,https://aarnacoastalresort.com/,097398 83322,,Aarna Coastal Resort (Owner),https://www.google.com/maps/contrib/105695904565076480979,https://lh3.ggpht.com/p/AF1QipMnyL1NR2tCRq1O__jW16jSkHZO_n5JU15neXxb=s1024,Resort hotel,"Resort hotel, Hotel",,,Open All Days,"sannabalse, Murdeshwar, Karnataka 581350","property, hygiene, beach, price, amenities, shravan, peacocks, spiritual, non-vegetarian, individual",https://www.google.com/maps/place/Aarna+Coastal+Resort/data=!4m7!3m6!1s0x3bbc4700075c3a57:0x3b151892c4cb7259!8m2!3d14.1191458!4d74.4972755!16s%2Fg%2F11wx6zd427!19sChIJVzpcBwBHvDsRWXLLxJIYFTs?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJxVvw_UtHvDsROopWG5iynz0,Royal Retreat lodging & boarding,"Low-key rooms & suites, some with balconies & sea views, in a relaxed hotel offering a restaurant.",,485,4.1,,http://hotelroyalretreat.in/,087927 20472,,Royal Retreat lodging & boarding (Owner),https://www.google.com/maps/contrib/106917795640099250310,https://lh3.ggpht.com/p/AG0ilSzGfZWfzF1zAz9ht8rse6qwZryKh5IOeN0SIrAYRnHHow6SBXU85SLsEvu1cWVQ2FSyDeBijd6lFTr0ycZBUCP5hbWP4c04ICFrt-XvLU4yIoovfU7n-rKO_lVkm-nVANNjfh3d=s1024,Hotel,"Hotel, Lodge",,,Open All Days,"Murudeshwar Temple Hwy, Murdeshwar, Karnataka 581350","hot water, hygiene, customers, hospitality, morning, room service, distance, vegetarian, statue, management",https://www.google.com/maps/place/Royal+Retreat+lodging+%26+boarding/data=!4m7!3m6!1s0x3bbc474bfdf05bc5:0x3d9fb2981b568a3a!8m2!3d14.0945311!4d74.487359!16s%2Fg%2F11nt3yvvyf!19sChIJxVvw_UtHvDsROopWG5iynz0?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJscnhLABHvDsRI-1ZVFa2bBQ,Louis Homestay,,,3,4.3,,,,1,Louis Homestay (Owner),,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EJL63WfpjeIhLanFOYWpXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.7813542&pitch=0&thumbfov=100,Home Stay,Home Stay,,,Open All Days,"3FMV+G6F, Matadahitlu, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Louis+Homestay/data=!4m7!3m6!1s0x3bbc47002ce1c9b1:0x146cb6565459ed23!8m2!3d14.0825551!4d74.4932363!16s%2Fg%2F11xkrh5657!19sChIJscnhLABHvDsRI-1ZVFa2bBQ?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJdRsPCQBHvDsRKKSpmMpNisA,Shivadarshini Residency,,,56,4.9,"Name: Shetty Residency
Link: https://www.google.com/maps/search/Shetty+Residency/@14.0941394,74.4884263?authuser=0&hl=en&entry=ttu
Reviews: 42 reviews

Name: Shri Durga Prasad Lodge
Link: https://www.google.com/maps/search/Shri+Durga+Prasad+Lodge/@14.0952633,74.49662839999999?authuser=0&hl=en&entry=ttu
Reviews: 41 reviews

Name: Shivadarshini
Link: https://www.google.com/maps/search/Shivadarshini/@14.095068699999999,74.4933739?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews

Name: Shivamrutha Residency
Link: https://www.google.com/maps/search/Shivamrutha+Residency/@14.092454799999999,74.4916947?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews",,086606 24620,,Shivadarshini Residency (Owner),https://www.google.com/maps/contrib/102910397980596007094,https://lh3.ggpht.com/p/AF1QipM7vswegPJijmQWaGUiyYezbLwTCR8pMtwXtWck=s1024,Lodge,Lodge,,,Open All Days,"near, Moodlakatte Rd, Gangavati, Murdeshwar, Karnataka 581350","price, parking space, budget, environment, hospitality, hygiene",https://www.google.com/maps/place/Shivadarshini+Residency/data=!4m7!3m6!1s0x3bbc4700090f1b75:0xc08a4dca98a9a428!8m2!3d14.0929909!4d74.4915725!16s%2Fg%2F11w1zkybvp!19sChIJdRsPCQBHvDsRKKSpmMpNisA?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJL74BDUFHvDsRd_b3IxoQTcA,Nagashree Yatri Nivas,,,2,5,,,,,Nagashree Yatri Nivas (Owner),https://www.google.com/maps/contrib/107431528207197008883,https://lh3.ggpht.com/p/AF1QipPElTMrtZNj18z-_r7VpFg_DoxCq1svsL3rzdmm=s1024,Home Stay,Home Stay,,,Open All Days,"Murudeshwar Temple Hwy, Beach Road, Matadahitlu, Murdeshwara, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Nagashree+Yatri+Nivas/data=!4m7!3m6!1s0x3bbc47410d01be2f:0xc04d101a23f7f677!8m2!3d14.091402!4d74.4895376!16s%2Fg%2F11yhv1wcyq!19sChIJL74BDUFHvDsRd_b3IxoQTcA?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJz_dSBgBHvDsRKt1adfPoUBI,Stay Point Inn,,,9,4.4,"Name: Family home stay murdeshwar
Link: https://www.google.com/maps/search/Family+home+stay+murdeshwar/@14.083976,74.499309?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: Naik Residency
Link: https://www.google.com/maps/search/Naik+Residency/@14.096837299999999,74.50111369999999?authuser=0&hl=en&entry=ttu
Reviews: 8 reviews

Name: Murudeshwar Ocean Stay
Link: https://www.google.com/maps/search/Murudeshwar+Ocean+Stay/@14.074986899999999,74.4942167?authuser=0&hl=en&entry=ttu
Reviews: 8 reviews

Name: Shri Murdeshwar Home Stay
Link: https://www.google.com/maps/search/Shri+Murdeshwar+Home+Stay/@14.102393099999999,74.5041605?authuser=0&hl=en&entry=ttu
Reviews: 4 reviews",,098206 06869,1,Stay Point Inn (Owner),,https://lh3.ggpht.com/p/AG0ilSxI2L8LQB-Wkni01YWyJC_nNhP9BIfksEG14bYRxGKk2Z7k4xMiLj2NGsiKbne9qPDW_Kp4Ak6ly8hPWffx-QR0aOQOtDvTKJrtj68nfjdpCmmQbS-cGRLkR8EZHdAvdif2sTBqeY7wKzw=s1024,Home Stay,Home Stay,,,Open All Days,"4G23+MM8, Murdeshwar, Mavalli, Karnataka 581350",ac,https://www.google.com/maps/place/Stay+Point+Inn/data=!4m7!3m6!1s0x3bbc47000652f7cf:0x1250e8f3755add2a!8m2!3d14.1016538!4d74.5042056!16s%2Fg%2F11x14hjmf_!19sChIJz_dSBgBHvDsRKt1adfPoUBI?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJC1k9EQRHvDsRr9WLJb1PUA0,MURDESHWAR BEACH RESIDENCY,,,45,4.2,,,,,MURDESHWAR BEACH RESIDENCY (Owner),https://www.google.com/maps/contrib/101334913022623912201,https://lh3.ggpht.com/p/AF1QipNbywyZT0WP9M1UAUCpe8HE1lbOnB5rPFRXffWD=s1024,Resort hotel,"Resort hotel, Lodge",,,Open All Days,"Golf beach road, Matadahitlu, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/MURDESHWAR+BEACH+RESIDENCY/data=!4m7!3m6!1s0x3bbc4704113d590b:0xd504fbd258bd5af!8m2!3d14.0877333!4d74.4891407!16s%2Fg%2F11t7t1slpk!19sChIJC1k9EQRHvDsRr9WLJb1PUA0?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJV8aQ79BGvDsRmlcUMJ_xwo4,Murudeshwar Beach House,,,8,3,,,096636 36353,1,Murudeshwar Beach House (Owner),,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I-MWnfakjnPsuSCzNyeJjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=42.160385&pitch=0&thumbfov=100,Home Stay,Home Stay,,,Open All Days,"3FRQ+X78, Temple Beach Road, Matadahitlu, Murdeshwar, Karnataka 581350",money,https://www.google.com/maps/place/Murudeshwar+Beach+House/data=!4m7!3m6!1s0x3bbc46d0ef90c657:0x8ec2f19f3014579a!8m2!3d14.0924219!4d74.4882137!16s%2Fg%2F11srl7w_dg!19sChIJV8aQ79BGvDsRmlcUMJ_xwo4?authuser=0&hl=en&rclk=1,home stay in murudeshwar
