place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJe90LnTZHvDsRXR3JE7XlJ3U,Ocean Mist,,,88,5,,https://oceanmistbeachhomestay.homestaybuddy.in/,090080 31744,,Ocean Mist (Owner),https://www.google.com/maps/contrib/116567168706785413047,https://lh3.ggpht.com/p/AF1QipO_-VgpAURpGJdISZ8VgWSTUjf28SVByZeGoO41=s1024,Home Stay,Home Stay,,,Open All Days,"Bailur Beach Road, Bastimakki, Near, Ocean Edge Beach Resort Rd, Bailur, Murdeshwar, Karnataka 581350","beach, clean rooms, resort, meals, co operative, super food, balcony, hygienic",https://www.google.com/maps/place/Ocean+Mist/data=!4m7!3m6!1s0x3bbc47369d0bdd7b:0x7527e5b513c91d5d!8m2!3d14.11342!4d74.4859365!16s%2Fg%2F11y4lqpmtg!19sChIJe90LnTZHvDsRXR3JE7XlJ3U?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJF-QlpzBBvDsRhyLks5bePpM,ARYAN HIGHWAY HOME STAY,,,46,3.4,,,098445 48416,,ARYAN HIGHWAY HOME STAY (Owner),https://www.google.com/maps/contrib/116255216680000505652,https://lh3.ggpht.com/p/AF1QipOf3E-6mIp0KFbjPtfy7JzWCDjDw6sc3HC-D7uF=s1024,Home Stay,Home Stay,,,Open All Days,"highway survice, Murdeshwar, road, Bhatkal, Karnataka 581350","door, budget, price",https://www.google.com/maps/place/ARYAN+HIGHWAY+HOME+STAY/data=!4m7!3m6!1s0x3bbc4130a725e417:0x933ede96b3e42287!8m2!3d14.1004393!4d74.5042124!16s%2Fg%2F11s38dx3wb!19sChIJF-QlpzBBvDsRhyLks5bePpM?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJS5LTDgBHvDsRc7mvSQ8F87Q,Sukhanidhi Family Homestay,,,14,4.9,,,,1,Sukhanidhi Family Homestay (Owner),,https://lh3.ggpht.com/p/AG0ilSzFBLtoTBNJqq4GzOsMNpiWaYmD39JdsyoMyqcaVt25Cxxwdr-XPgrF_YQzKJq4oe9yKIB4FWh_8yfxzQPvzKBwDyHxAP7Rbt5bvVM2rcHqTS-nv9JidVFIcb_I_DlUdRizVAJ1rBkqX9w=s1024,Home Stay,Home Stay,,,Open All Days,"3FWR+MFC, Murdeshwar, Karnataka 581350","distance, hospitality, walkable",https://www.google.com/maps/place/Sukhanidhi+Family+Homestay/data=!4m7!3m6!1s0x3bbc47000ed3924b:0xb4f3050f49afb973!8m2!3d14.0966975!4d74.4911503!16s%2Fg%2F11yj9ywbp1!19sChIJS5LTDgBHvDsRc7mvSQ8F87Q?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJy4LdJmdHvDsRBwcgPuutmvw,Shanti Nivasa Home Stay,,,12,4.4,"Name: Murdeshwar homestay
Link: https://www.google.com/maps/search/Murdeshwar+homestay/@14.093502800000001,74.488755?authuser=0&hl=en&entry=ttu
Reviews: 62 reviews

Name: Family home stay murdeshwar
Link: https://www.google.com/maps/search/Family+home+stay+murdeshwar/@14.083976,74.499309?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: Navdurgha Home Stay
Link: https://www.google.com/maps/search/Navdurgha+Home+Stay/@14.0979436,74.4894032?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews

Name: Shanti Nivas Homestay
Link: https://www.google.com/maps/search/Shanti+Nivas+Homestay/@14.088187699999999,74.4945129?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews

Name: Nithyadar
Link: https://www.google.com/maps/search/Nithyadar/@14.090229599999999,74.4918995?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews",,099008 11782,,Shanti Nivasa Home Stay (Owner),https://www.google.com/maps/contrib/114087057132382986042,https://lh3.ggpht.com/p/AG0ilSw4ldVKg0IeYl-wYQeiGgABzXSeGLBQDPwpXuF3F8vcxMjVbkd9huZEK2ySjvQuzdJKHCPioTBdyydm8sZimACFp-shNMZ_-8ynRkvVdXsb1iQAk-NWVjqeY1tktRcZo-x1bNM6fdgTqfDr=s1024,Lodge,Lodge,,,Open All Days,"Moodlakatte Rd, Gangavati, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Shanti+Nivasa+Home+Stay/data=!4m7!3m6!1s0x3bbc476726dd82cb:0xfc9aadeb3e200707!8m2!3d14.0925742!4d74.4922131!16s%2Fg%2F11s0xxjcn8!19sChIJy4LdJmdHvDsRBwcgPuutmvw?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJVQMl3Q9HvDsRW8sv43vMNm4,Murdeshwar homestay,,,62,4,,,087225 40563,1,Murdeshwar homestay (Owner),,https://lh3.ggpht.com/p/AG0ilSz4kXZIRbETqWo6_mv5CiLLO_WE91NbubK7W7rYxGG54Hhxoibbc2zU5jRmCiXSNT41NajcL6tvGkOw1kOpTNWkPKz5kGImULCyA3Ukco06SxMkhBadiBRhm_XyuRFWDhOm8Dmf=s1024,Home Stay,Home Stay,,,Open All Days,"Basti road, Bhatkal, Matadahitlu, Murdeshwar, Bhatkal, Karnataka 581350","owner, service",https://www.google.com/maps/place/Murdeshwar+homestay/data=!4m7!3m6!1s0x3bbc470fdd250355:0x6e36cc7be32fcb5b!8m2!3d14.0935028!4d74.488755!16s%2Fg%2F11gzlyfwq5!19sChIJVQMl3Q9HvDsRW8sv43vMNm4?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJ90o8VXBHvDsR0yW4l_Ns4h8,NC Homestay,,,39,4.4,"Name: Family home stay murdeshwar
Link: https://www.google.com/maps/search/Family+home+stay+murdeshwar/@14.083976,74.499309?authuser=0&hl=en&entry=ttu
Reviews: 16 reviews

Name: Shanti Nivasa Home Stay
Link: https://www.google.com/maps/search/Shanti+Nivasa+Home+Stay/@14.0925742,74.4922131?authuser=0&hl=en&entry=ttu
Reviews: 12 reviews

Name: Navdurgha Home Stay
Link: https://www.google.com/maps/search/Navdurgha+Home+Stay/@14.0979436,74.4894032?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews

Name: Nithyadar
Link: https://www.google.com/maps/search/Nithyadar/@14.090229599999999,74.4918995?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews

Name: Shanti Nivas Homestay
Link: https://www.google.com/maps/search/Shanti+Nivas+Homestay/@14.088187699999999,74.4945129?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews",,099459 25324,,NC Homestay (Owner),https://www.google.com/maps/contrib/115157073337678745274,https://lh3.ggpht.com/p/AG0ilSzGea2De7NHd9XJcUkcgjzq6PgCC93wNtFGgiAJX_60jEPYW5554LNAJPuzpscDSw5xIJfQqfiqywo1smspDjC2teqc6hBEfYx-0POuCy0S5OY6zdS8PTpsqU96EtG_urOytcVgVw=s1024,Home Stay,"Home Stay, Lodge",,,Open All Days,"near K.G school, Kannadashale, Murdeshwar, Karnataka 581350","price, property, humble, hygienic, service",https://www.google.com/maps/place/NC+Homestay/data=!4m7!3m6!1s0x3bbc4770553c4af7:0x1fe26cf397b825d3!8m2!3d14.0872742!4d74.4954509!16s%2Fg%2F11tf67qzs1!19sChIJ90o8VXBHvDsR0yW4l_Ns4h8?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJRw8jqSlHvDsRdfvuAVNkoiU,Netrani Residency,,,572,4.1,,https://netraniresidency.com/,089894 94993,1,Netrani Residency (Owner),,https://lh3.ggpht.com/p/AG0ilSxjjkPWlXsL7YbSfEezBbk2OVUrckKRdIPe_Fh1pJd5xeV_hNMSr0cXCIjDujtoBzp0ylnLzPKk2obL4w62cOQWHIyb6NcD736LHA9J44hZxRKkDQrvHCeJ-lr1uh9vnebP912z=s1024,Resort hotel,Resort hotel,,,Open All Days,"3FWW+32W, Temple Road, Murdeshwar, Karnataka 581350","price, clean rooms, beach, hot water, scuba diving, mosquitoes, room service, budget, floor, temple",https://www.google.com/maps/place/Netrani+Residency/data=!4m7!3m6!1s0x3bbc4729a9230f47:0x25a2645301eefb75!8m2!3d14.0952313!4d74.4950665!16s%2Fg%2F11qrdfm6_w!19sChIJRw8jqSlHvDsRdfvuAVNkoiU?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJUyt3FtpGvDsRfYjvWSQ76Cc,Kamath Yatri Nivas - Hotel in Murudeshwar,"Pared-back quarters, some with beach views, in a modest lodging offering a vegetarian restaurant.",,1164,3.4,,https://booking.kamathhomestay.com/,095387 37778,,Kamath Yatri Nivas - Hotel in Murudeshwar (Owner),https://www.google.com/maps/contrib/108319960404951214042,https://lh3.ggpht.com/p/AF1QipNash2tM54iZuFJK9ew6skk3JOWBoBYDBh_YHs3=s1024,Hotel,"Hotel, Resort hotel",,,Open All Days,"Temple & Beach, Door No. 378/A/B, Murudeshwar Temple Hwy, opp. Murdeshwar, Murdeshwar, Karnataka 581350","beach, taste, lunch, vegetarian food, food quality, poori, average, fried rice, manners, sambar",https://www.google.com/maps/place/Kamath+Yatri+Nivas+-+Hotel+in+Murudeshwar/data=!4m7!3m6!1s0x3bbc46da16772b53:0x27e83b2459ef887d!8m2!3d14.0947928!4d74.4865047!16s%2Fg%2F11h1pc5ph!19sChIJUyt3FtpGvDsRfYjvWSQ76Cc?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJvY_GvGtHvDsRA6LxUH7v-w8,Blue Pearl Beach Guest Hous,,,258,4.2,,,096324 91533,,Blue Pearl Beach Guest Hous (Owner),https://www.google.com/maps/contrib/106785126552099392425,https://lh3.ggpht.com/p/AF1QipOLL2XZ-GoqD9N1h6XpJHO_r7Tvnd-V71TIbfLC=s1024,Hotel,"Hotel, Lodge, Home Stay",,,Open All Days,"3FQQ+PQF, Matadahitlu, Murdeshwar, Karnataka 581350","sea, clean rooms, price, room service, receptionist, smell, parking, cooperative, behaviour, shiva",https://www.google.com/maps/place/Blue+Pearl+Beach+Guest+Hous/data=!4m7!3m6!1s0x3bbc476bbcc68fbd:0xffbef7e50f1a203!8m2!3d14.0891021!4d74.4888566!16s%2Fg%2F11vbbkmgnq!19sChIJvY_GvGtHvDsRA6LxUH7v-w8?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJCfWMWqFHvDsRUCCt8f_3-Hg,Murudeshwara Ocean Edge Beach Resort,,,2244,4.6,,https://www.murdeshwaroceanedge.com/,086609 65151,,Murudeshwara Ocean Edge Beach Resort (Owner),https://www.google.com/maps/contrib/113647513810691582311,https://lh3.ggpht.com/p/AF1QipM5TLz6xS6uR443sUS3MxkVnaAkv8xSvudEr6A4=s1024,Resort hotel,Resort hotel,,,Open All Days,"Near Temple, Murdeshwar, Karnataka 581350","meals, clean rooms, cottages, snacks, homestay, private beach, plates, super food, healthy environment, dormitory",https://www.google.com/maps/place/Murudeshwara+Ocean+Edge+Beach+Resort/data=!4m7!3m6!1s0x3bbc47a15a8cf509:0x78f8f7fff1ad2050!8m2!3d14.1118871!4d74.4856204!16s%2Fg%2F11j47x91sy!19sChIJCfWMWqFHvDsRUCCt8f_3-Hg?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJDeSSPEpHvDsR_XGjz320Lq0,Navdurgha Home Stay,,,7,4.1,"Name: Murdeshwar homestay
Link: https://www.google.com/maps/search/Murdeshwar+homestay/@14.093502800000001,74.488755?authuser=0&hl=en&entry=ttu
Reviews: 62 reviews

Name: NC Homestay
Link: https://www.google.com/maps/search/NC+Homestay/@14.0872742,74.4954509?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: Shanti Nivasa Home Stay
Link: https://www.google.com/maps/search/Shanti+Nivasa+Home+Stay/@14.0925742,74.4922131?authuser=0&hl=en&entry=ttu
Reviews: 12 reviews

Name: Nithyadar
Link: https://www.google.com/maps/search/Nithyadar/@14.090229599999999,74.4918995?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews

Name: Shanti Nivas Homestay
Link: https://www.google.com/maps/search/Shanti+Nivas+Homestay/@14.088187699999999,74.4945129?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews",,099866 09290,1,Navdurgha Home Stay (Owner),,https://lh3.ggpht.com/p/AG0ilSwy-Av2nRhlavApzJPAzyXMtgRWMXyUR19df0MxHSiWwMI2Uy5E14JGLvKFWuoxaQCqhpnVHukJxXdfPfcnuhA6iZnYy2OshVryqVNIWAxX1piD-ycRpqACI0Z_hh95qNXGce1I=s1024,Home Stay,Home Stay,,,Open All Days,"3FXQ+5QC Temple, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Navdurgha+Home+Stay/data=!4m7!3m6!1s0x3bbc474a3c92e40d:0xad2eb47dcfa371fd!8m2!3d14.0979436!4d74.4894032!16s%2Fg%2F11ptzqb1f3!19sChIJDeSSPEpHvDsR_XGjz320Lq0?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJF1FtHdhGvDsRD0ga-FLLiu8,Sun & Sand Luxury Stays Sea View,,,362,4.9,,http://sunandsandluxurystays.com/,089898 42828,,Sun & Sand Luxury Stays Sea View (Owner),https://www.google.com/maps/contrib/106447979894221863802,https://lh3.ggpht.com/p/AF1QipMkHQZ3J5vfQsNEH7kzLPlv2E0PVAASj1pEEDbA=s1024,Hotel,Hotel,,,Open All Days,"Naveen Beach Rd, Qazi Mohalla, Murdeshwar, Karnataka 581350","balcony, property, statue, shiva, clean rooms, sunset, room service, resort, the view, cooperative",https://www.google.com/maps/place/Sun+%26+Sand+Luxury+Stays+Sea+View/data=!4m7!3m6!1s0x3bbc46d81d6d5117:0xef8acb52f81a480f!8m2!3d14.100856!4d74.4875267!16s%2Fg%2F11ltsf0ld_!19sChIJF1FtHdhGvDsRD0ga-FLLiu8?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJFVv7aItHvDsRrVdOQRoOxGI,MANU DELUXE STAY,,,31,4.8,,,097394 12772,,MANU DELUXE STAY (Owner),https://www.google.com/maps/contrib/103172970036802987895,https://lh3.ggpht.com/p/AF1QipM7j_weTC5qraPYSBgom8j__HV9IqZXp208AGaE=s1024,Lodge,Lodge,,,Open All Days,"Near, church cross, kannadashale road, Matadahitlu, Murdeshwar, Karnataka 581350","customer service, money",https://www.google.com/maps/place/MANU+DELUXE+STAY/data=!4m7!3m6!1s0x3bbc478b68fb5b15:0x62c40e1a414e57ad!8m2!3d14.0907428!4d74.4922482!16s%2Fg%2F11x911c4h7!19sChIJFVv7aItHvDsRrVdOQRoOxGI?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJtdOI5ttGvDsRvc9gcrVbLtA,RNS Residency,Temple side property with beautiful views of the Arabian Sea,,4398,4.2,,https://www.naveenhotels.com/RNS-Residency/,087624 71752,,RNS Residency (Owner),https://www.google.com/maps/contrib/113432180573784948162,https://lh3.ggpht.com/p/AF1QipMhFIfVI7tv2p3LdI3t7aXCe6e3ctGiUFZBfPKb=s1024,Hotel,Hotel,,,Open All Days,"Murudeshwar Temple Hwy, Murdeshwar, Karnataka 581350","balcony, renovation, room service, vegetarian, shiva, statue, premises, gopuram, shore, tariff",https://www.google.com/maps/place/RNS+Residency/data=!4m7!3m6!1s0x3bbc46dbe688d3b5:0xd02e5bb57260cfbd!8m2!3d14.0950465!4d74.4830117!16s%2Fg%2F1tdqrzy2!19sChIJtdOI5ttGvDsRvc9gcrVbLtA?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJSRjXRapHvDsRG9fun7YNjtU,R J Homestay,,,9,4.9,,,,,R J Homestay (Owner),https://www.google.com/maps/contrib/105594179458146617551,https://lh3.ggpht.com/p/AF1QipMt0IB50eDeJwvV6BkhG-oTagzaTB2up9In_li2=s1024,Home Stay,Home Stay,,,Open All Days,"Church road, Matadahitlu, Murdeshwar, Karnataka 581350",cooperative,https://www.google.com/maps/place/R+J+Homestay/data=!4m7!3m6!1s0x3bbc47aa45d71849:0xd58e0db69feed71b!8m2!3d14.0905047!4d74.4919937!16s%2Fg%2F11zh_30lzf!19sChIJSRjXRapHvDsRG9fun7YNjtU?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJW3SNOgBHvDsRoBvDL8FM1Ok,GOKUL DELUXE HOMESTAY,,,10,3.4,,,099860 37659,,GOKUL DELUXE HOMESTAY (Owner),https://www.google.com/maps/contrib/110516276084961095448,https://lh3.ggpht.com/p/AF1QipM8o-JTXXCmdhQeBtneD1bHYYab2Xh5bffB_kzg=s1024,Home Stay,Home Stay,,,Open All Days,"Gardigadde road, near kamath holidays inn lodge, Gangavati, Murdeshwar, Karnataka 581350","security, parking",https://www.google.com/maps/place/GOKUL+DELUXE+HOMESTAY/data=!4m7!3m6!1s0x3bbc47003a8d745b:0xe9d44cc12fc31ba0!8m2!3d14.0937777!4d74.4935735!16s%2Fg%2F11xgxzq572!19sChIJW3SNOgBHvDsRoBvDL8FM1Ok?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJExRbctBGvDsRbTkZzKyJONQ,Hotel Kamats Yatri,,,315,3.7,"Name: Dhenu Atithya
Link: https://www.google.com/maps/search/Dhenu+Atithya/@14.0943081,74.48908899999999?authuser=0&hl=en&entry=ttu
Reviews: 2521 reviews

Name: Kamath Yatri Nivas - Hotel in Murudeshwar
Link: https://www.google.com/maps/search/Kamath+Yatri+Nivas+-+Hotel+in+Murudeshwar/@14.094792799999999,74.4865047?authuser=0&hl=en&entry=ttu
Reviews: 1164 reviews

Name: Kamath INN
Link: https://www.google.com/maps/search/Kamath+INN/@14.0913925,74.4915702?authuser=0&hl=en&entry=ttu
Reviews: 1074 reviews

Name: Shri Vighneshwar Yatri Nivas
Link: https://www.google.com/maps/search/Shri+Vighneshwar+Yatri+Nivas/@14.0942379,74.488298?authuser=0&hl=en&entry=ttu
Reviews: 90 reviews

Name: Kamath's Holiday's Inn
Link: https://www.google.com/maps/search/Kamath's+Holiday's+Inn/@14.094562499999999,74.49390679999999?authuser=0&hl=en&entry=ttu
Reviews: 18 reviews",,093432 18561,,Hotel Kamats Yatri (Owner),https://www.google.com/maps/contrib/108256967945393889484,https://lh3.ggpht.com/p/AF1QipP7n8sdaeb3z2ATOY4BS4bPhNE4ThX-TnPSZ1MG=s1024,Lodge,"Lodge, Home Stay",,,Open All Days,"Beach road, Murdeshwar, Matadahitlu, Murdeshwar, Karnataka 581350","beach, price, hot water, money, hygienic, bedsheets, maintenance, distance, lord shiva, dosa",https://www.google.com/maps/place/Hotel+Kamats+Yatri/data=!4m7!3m6!1s0x3bbc46d0725b1413:0xd43889accc19396d!8m2!3d14.0930344!4d74.4881258!16s%2Fg%2F11dftsnhrj!19sChIJExRbctBGvDsRbTkZzKyJONQ?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJiTMHsgVHvDsRGYQR_U7nA1E,DSouza Homestay,,,24,3.9,,https://ical.booking.com/v1/export?t=1014e91b-3818-4f97-8654-891c5ac91959,099160 14079,,DSouza Homestay (Owner),https://www.google.com/maps/contrib/102999490706831961133,https://lh3.ggpht.com/p/AG0ilSyX3YxcuWp7Sysm_vd2Uph2FFNpu_p9vqUZbihokxivMdSFsEhkyUgeKWeWO7yEvUkbseajunH3puWEy7eajJNdNLJZx0hD2-x9rtgEZAMjr3GnZTXB1fnAZmHnycoc8Vg148cW8ZnA5tBa=s1024,Home Stay,Home Stay,,,Open All Days,"Near, church road, Matadahitlu, Murdeshwar, Karnataka 581350","behaviour, gas",https://www.google.com/maps/place/DSouza+Homestay/data=!4m7!3m6!1s0x3bbc4705b2073389:0x5103e74efd118419!8m2!3d14.0906546!4d74.4923505!16s%2Fg%2F11wfj50sfh!19sChIJiTMHsgVHvDsRGYQR_U7nA1E?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJ3QGuEwBBvDsROrbe4zmHxRE,Nenapu homestay,,,11,4.9,"Name: NC Homestay
Link: https://www.google.com/maps/search/NC+Homestay/@14.0872742,74.4954509?authuser=0&hl=en&entry=ttu
Reviews: 39 reviews

Name: Navdurgha Home Stay
Link: https://www.google.com/maps/search/Navdurgha+Home+Stay/@14.0979436,74.4894032?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews

Name: Shri Murdeshwar Home Stay
Link: https://www.google.com/maps/search/Shri+Murdeshwar+Home+Stay/@14.102393099999999,74.5041605?authuser=0&hl=en&entry=ttu
Reviews: 4 reviews",,,1,Nenapu homestay (Owner),,https://lh3.ggpht.com/p/AG0ilSxA7OdXAlmUveH8IrHdUt6pFWqvZyT9xR7lYBxbwIpEIgIDK2CrVzOIU7YgUyIwWWd3WX0XXup90LkfAjkglIYoc5cEjhZjFarDCTpgD-VStTS1Gwr5syssEhu_GTu0878HqwWH=s1024,Home Stay,Home Stay,,,Open All Days,"3GV4+3J, Mavalli, Karnataka 581421","pillows, nature friendly, sleep",https://www.google.com/maps/place/Nenapu+homestay/data=!4m7!3m6!1s0x3bbc410013ae01dd:0x11c58739e3deb63a!8m2!3d14.0926875!4d74.5065625!16s%2Fg%2F11y94myn35!19sChIJ3QGuEwBBvDsROrbe4zmHxRE?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJLyRzPgBHvDsRoFJxKfKrGpw,Savion Homestay,,,6,5,,,096115 47015,1,Savion Homestay (Owner),,https://lh3.ggpht.com/p/AG0ilSxrNHHoBwnjvFdBll-tntVuvrQrl0tzQfexM8UNHWM9n7aTHEbp-ih1v0FzJoFqRGJIWpWG_wijchWbnAIbLiNfWvBJFbwPbMwasZrc2zeka-vo6N1j1nJ7qwzuTvgdJ_z-KuGl=s1024,Home Stay,Home Stay,,,Open All Days,"3FRQ+2QC, NH 66, Matadahitlu, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Savion+Homestay/data=!4m7!3m6!1s0x3bbc47003e73242f:0x9c1aabf2297152a0!8m2!3d14.0897236!4d74.4898903!16s%2Fg%2F11vwsq4t5p!19sChIJLyRzPgBHvDsRoFJxKfKrGpw?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJyYrhUPZBvDsRpfB4_LF39qk,Shri Eshwari Homestay Murdeshwar,,,6,5,,,070905 50433,,Shri Eshwari Homestay Murdeshwar (Owner),https://www.google.com/maps/contrib/111201534259896617092,https://lh3.ggpht.com/p/AF1QipOuf3c3eIipys-3O-u1L6G7h7umfmlu3XvMPzh3=s1024,Home Stay,Home Stay,,,Open All Days,"Kaikini, Murdeshwar, Bhatkal, Karnataka 581421",price,https://www.google.com/maps/place/Shri+Eshwari+Homestay+Murdeshwar/data=!4m7!3m6!1s0x3bbc41f650e18ac9:0xa9f677b1fc78f0a5!8m2!3d14.0846257!4d74.5037929!16s%2Fg%2F11xlcgqm4t!19sChIJyYrhUPZBvDsRpfB4_LF39qk?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJcQ6UiNNGvDsR7rKXuSm54uc,Shree Vinayaka Residency,"Unfussy rooms, some with air conditioning, in a down-to-earth hotel with a restaurant.",,1393,3.8,,http://shreevinayakaresidency.com/,095359 61455,,Shree Vinayaka Residency (Owner),https://www.google.com/maps/contrib/111730581945452639599,https://lh3.ggpht.com/p/AF1QipP6MXYgwSd1zDqLQ07h4xQjmwJfxusQI9_vuyun=s1024,Lodge,"Lodge, Restaurant",,,Open All Days,"Murudeshwar Temple Main Road, Murudeshwara, Opp H.P Gas, Bhatkal, Karnataka 581350","hot water, beach, car parking, check in, railway station, room service, mosquitoes, intercom, value, ventilation",https://www.google.com/maps/place/Shree+Vinayaka+Residency/data=!4m7!3m6!1s0x3bbc46d388940e71:0xe7e2b929b997b2ee!8m2!3d14.0953712!4d74.4957363!16s%2Fg%2F11b6gg3c1g!19sChIJcQ6UiNNGvDsR7rKXuSm54uc?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJy3w2vUxHvDsRchvq_PXe7Js,Shree Odeya Farm House,,,70,4,,,082172 62827,,Shree Odeya Farm House (Owner),https://www.google.com/maps/contrib/111967798916888277638,https://lh3.ggpht.com/p/AF1QipOYyxr9ZldzE03-MQmbXuR2XONf7RUacOlISQrX=s1024,Hotel,Hotel,,,Open All Days,"Gangavati, Murdeshwar, Karnataka 581350","hot water, owner, behaviour, book, service, price, parking space",https://www.google.com/maps/place/Shree+Odeya+Farm+House/data=!4m7!3m6!1s0x3bbc474cbd367ccb:0x9becdef5fcea1b72!8m2!3d14.0914137!4d74.4939443!16s%2Fg%2F11h6485zkz!19sChIJy3w2vUxHvDsRchvq_PXe7Js?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJB_YIX59HvDsRFCdAiNY8qp4,Abhiman Residency,,,251,4.3,,,097416 50709,,Abhiman Residency (Owner),https://www.google.com/maps/contrib/106769029964823859779,https://lh3.ggpht.com/p/AF1QipPgI3LU2rAGEF5hmR3rovUtTBVNs-9UPCx4GBwL=s1024,Lodging,Lodging,,,Open All Days,"Unnamed Road, Moodlakatte Rd, Gangavati, Murdeshwar, Karnataka 581350","rooms, owner, price, family, distance, hospitality, AC, travel, check in, morning",https://www.google.com/maps/place/Abhiman+Residency/data=!4m7!3m6!1s0x3bbc479f5f08f607:0x9eaa3cd688402714!8m2!3d14.0932271!4d74.4927036!16s%2Fg%2F11h53fybzn!19sChIJB_YIX59HvDsRFCdAiNY8qp4?authuser=0&hl=en&rclk=1,home stay in murudeshwar
ChIJi9alD85GvDsRKJzAxEImbvE,Sheshu Home Stay,,,2,5,,,,1,Sheshu Home Stay (Owner),,https://lh3.ggpht.com/p/AG0ilSwWhe7xogDWCgcPI16tvQ6uli-BEDFtafGtgJubQ1rrZj5JfrX4swLXxEbIeIzaOd8MRq_OM4rNNlb3PkKiFE0sXmTy23lGCFR39UDcTUasB_6g41G6ZckZEZc1d3Olo646g7Chl0bW9bQ=s1024,Bed & breakfast,Bed & breakfast,,,Open All Days,"Sheshu Compound, Murdeshwar Rd, near Bakthal, Matadahitlu, Murdeshwar, Karnataka 581350",,https://www.google.com/maps/place/Sheshu+Home+Stay/data=!4m7!3m6!1s0x3bbc46ce0fa5d68b:0xf16e2642c4c09c28!8m2!3d14.0897183!4d74.4930069!16s%2Fg%2F11yh2bp45m!19sChIJi9alD85GvDsRKJzAxEImbvE?authuser=0&hl=en&rclk=1,home stay in murudeshwar
